"ID","Status","Comment","Assertion"
"td-vocab-securityDefinitions--Thing","null","not testable with Assertion Tester","securityDefinitionsSet of named security configurations (definitions only). Not actually applied unless names are used in a security name-value pair.mandatoryMap of SecurityScheme"
"td-vocab-sizes--Link","null","not testable with Assertion Tester",". The value pattern follows {Height}x{Width} (e.g."
"td-vocab-subprotocol--Form","null","not testable with Assertion Tester","subprotocolIndicates the exact mechanism by which an interaction will be accomplished for a given protocol when there are multiple options. For example, for HTTP and Events, it indicates which of several available mechanisms should be used for asynchronous notifications such as long polling (longpoll), WebSub [websub] (websub), Server-Sent Events (sse) [html] (also known as EventSource). Please note that there is no restriction on the subprotocol selection and other mechanisms can also be announced by this subprotocol term.optionalstring (e.g., longpoll, websub, or sse)"
"td-vocab-subscription--EventAffordance","null","not testable with Assertion Tester","subscriptionDefines data that needs to be passed upon subscription, e.g., filters or message format for setting up Webhooks.optionalDataSchema"
"td-vocab-success--AdditionalExpectedResponse","null","not testable with Assertion Tester","successSignals if an additional response should not be considered an error.with defaultboolean"
"td-vocab-support--Thing","null","not testable with Assertion Tester","supportProvides information about the TD maintainer as URI scheme (e.g., mailto [[RFC6068]], tel [[RFC3966]], https [[RFC9112]]).optionalanyURI"
"td-vocab-synchronous--ActionAffordance","null","not testable with Assertion Tester","synchronousIndicates whether the action is synchronous (=true) or not. A synchronous action means that the response of action contains all the information about the result of the action and no further querying about the status of the action is needed. Lack of this keyword means that no claim on the synchronicity of the action can be made.optionalboolean"
"td-vocab-title--DataSchema","null","not testable with Assertion Tester","titleProvides a human-readable title (e.g., display a text for UI representation) based on a default language.optionalstring"
"td-vocab-title--InteractionAffordance","null","not testable with Assertion Tester","titleProvides a human-readable title (e.g., display a text for UI representation) based on a default language.optionalstring"
"td-vocab-title--Thing","null","not testable with Assertion Tester","titleProvides a human-readable title (e.g., display a text for UI representation) based on a default language.mandatoryany type"
"td-vocab-titles--DataSchema","null","not testable with Assertion Tester","titlesProvides multi-language human-readable titles (e.g., display a text for UI representation in different languages). Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-titles--InteractionAffordance","null","not testable with Assertion Tester","titlesProvides multi-language human-readable titles (e.g., display a text for UI representation in different languages). Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-titles--Thing","null","not testable with Assertion Tester","titlesProvides multi-language human-readable titles (e.g., display a text for UI representation in different languages). Also see MultiLanguage.optionalMap of MultiLanguage"
"td-vocab-token--OAuth2SecurityScheme","null","not testable with Assertion Tester","tokenURI of the token server.optionalanyURI"
"td-vocab-type--DataSchema","null","not testable with Assertion Tester","typeAssignment of JSON-based data types compatible with JSON Schema (one of boolean, integer, number, string, object, array, or null).optionalanyURI (one of object, array, string, number, integer, boolean, or null)"
"td-vocab-type--DataSchema_array","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (array)."
"td-vocab-type--DataSchema_boolean","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (boolean)."
"td-vocab-type--DataSchema_integer","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (integer)."
"td-vocab-type--DataSchema_null","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (null)."
"td-vocab-type--DataSchema_number","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (number)."
"td-vocab-type--DataSchema_object","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (object)."
"td-vocab-type--DataSchema_string","null","not testable with Assertion Tester","type: Assignment of JSON-based data types MUST be compatible with JSON Schema (string)."
"td-vocab-type--Link","null","not testable with Assertion Tester","typeTarget attribute providing a hint indicating what the media type [RFC2046] of the result of dereferencing the link should be.optionalstring"
"td-vocab-unit--DataSchema","null","not testable with Assertion Tester","unitProvides unit information that is used, e.g., in international science, engineering, and business. To preserve uniqueness, it is recommended that the value of the unit points to a semantic definition (also see Section Semantic Annotations).optionalstring"
"td-vocab-uriVariables--InteractionAffordance","null","not testable with Assertion Tester","uriVariablesDefine URI template variables according to [[RFC6570]] as collection based on DataSchema declarations. The individual variables DataSchema cannot be an ObjectSchema or an ArraySchema since each variable needs to be serialized to a string inside the href upon the execution of the operation. If the same variable is both declared in Thing level uriVariablesand in Interaction Affordance level, the Interaction Affordance level variable takes precedence.optionalMap of DataSchema"
"td-vocab-uriVariables--Thing","null","not testable with Assertion Tester","uriVariablesDefine URI template variables according to [[RFC6570]] as collection based on DataSchema declarations. The Thing level uriVariables can be used in Thing level forms or in Interaction Affordances. The individual variables DataSchema cannot be an ObjectSchema or an ArraySchema since each variable needs to be serialized to a string inside the href upon the execution of the operation. If the same variable is both declared in Thing level uriVariables and in Interaction Affordance level, the Interaction Affordance level variable takes precedence.optionalMap of DataSchema"
"td-vocab-version--Thing","null","not testable with Assertion Tester","versionProvides version information.optionalVersionInfo"
"td-vocab-writeOnly--DataSchema","null","not testable with Assertion Tester","writeOnlyBoolean value that is a hint to indicate whether a property interaction / value is write only (=true) or not (=false).with defaultboolean"
"td-vocabulary-defaults","null","not testable with Assertion Tester","When assignments in a TD are missing, a TD Processor MUST follow the Default Value assignments expressed in the table of Default Value Definitions."
"tm-compose-instanceName","null","not testable with Assertion Tester","Optionally an instanceName MAY be provided to associate an individual name to the composed (sub-) Thing Model."
"tm-compose-name-collision","null","not testable with Assertion Tester","Thereby the generation process MUST avoid possible name collisions."
"tm-compose-submodel","null","not testable with Assertion Tester","If it is desired to provide information that a Thing Model consists of one or more (sub-)Thing Models"
"tm-context-requirement","null","not testable with Assertion Tester","Additionally, in order to identify it as a JSON-LD document, Thing Model definitions MUST use the keyword @context at top level with same rules as a Thing Description."
"tm-derivation-validity","null","not testable with Assertion Tester","When a Thing Descriptions is instantiated by relying on a Thing Model, it SHOULD be valid according to that Thing Model."
"tm-extend","null","not testable with Assertion Tester","When a Thing Model extends another Thing Model"
"tm-identification","null","not testable with Assertion Tester","Thing Model definitions MUST use the keyword @type at top level and a value of type string or array that equals or respectively contains tm:ThingModel."
"tm-overwrite-interaction","null","not testable with Assertion Tester","A Thing Model SHOULD NOT overwrite the JSON names defined within the properties, actions, and/or events Map of the extended Thing Model."
"tm-overwrite-types","null","not testable with Assertion Tester","Definitions SHOULD NOT be overwritten in such a way that possible instance values are no longer valid compared to the origin extended definitions."
"tm-placeholder-multiple-placeholders","null","not testable with Assertion Tester","Within a single value"
"tm-placeholder-object-serialization","null","not testable with Assertion Tester","If a string-based value of a JSON name-value pair has a placeholder and the value replacement is a Map (JSON Object), it MUST be replaced by the stringified version of the Map and MUST NOT contain any whitespace character (e.g., space, tab, etc)."
"tm-placeholder-pattern","null","not testable with Assertion Tester","The string-based pattern of the placeholder MUST be defined with double curly braces to clearly distinguish the placeholder from the rest of the value content (e.g., {{ PLACEHOLDER_IDENTIFIER}})."
"tm-placeholder-replacement","null","not testable with Assertion Tester","The placeholder labeling MUST be substituted with a concrete value (e.g., as JSON number, JSON string, JSON object, etc) when TD instance is created from the Thing Model."
"tm-placeholder-retyping","null","not testable with Assertion Tester","If a non string-based value of a JSON name-value pair has a placeholder, the value MUST be (temporarily) typed as string."
"tm-placeholder-usecase","null","not testable with Assertion Tester","In a case where TD instance terms, but not their values, are known in advance, the placeholder labeling MAY be used in a Thing Model."
"tm-placeholder-value","null","not testable with Assertion Tester","A placeholder MUST be applied within the value of the JSON name-value pair."
"tm-protocol-security-restriction","null","not testable with Assertion Tester","A Thing Model MAY NOT contain instance specific Protocol Binding and security information such as endpoint addresses."
"tm-ref-recursive-extensions","null","not testable with Assertion Tester","Recursive extensions leading to an infinite loop MUST NOT be defined."
"tm-rel-type-maximum","null","not testable with Assertion Tester","a maximum of once."
"tm-td-generation-inconsistencies","null","not testable with Assertion Tester","A Thing Model MUST be defined in such a way that there are no inconsistencies that would result in a Thing Description not being able to meet the requirements as described in Section and ."
"tm-td-generation-processor-extends","null","not testable with Assertion Tester","If used"
"tm-td-generation-processor-forms","null","not testable with Assertion Tester","Missing communication and/or security metadata details MUST be completed in the Thing Description instance based on Section and/or ."
"tm-td-generation-processor-imports","null","not testable with Assertion Tester","Copy all definitions from the input Thing Model to the resulting Partial TD instance. If used, the extension and imports feature MUST be resolved and represented in the Partial TD instance according to ."
"tm-td-generation-processor-optional","null","not testable with Assertion Tester","All optional interactions (listed in tm:optional) MAY be taken over to the Partial TD instance."
"tm-td-generation-processor-placeholder","null","not testable with Assertion Tester","If used, all placeholders (see Section ) in the Thing Model MUST be replaced with a valid corresponding value in the Partial TD."
"tm-td-generation-processor-required","null","not testable with Assertion Tester","All required interactions (not listed in tm:optional) MUST be taken over to the Partial TD instance."
"tm-td-generation-processor-type","null","not testable with Assertion Tester","The tm:ThingModel value of the top-level @type MUST be removed in the Partial TD instance."
"tm-tmOptional","null","not testable with Assertion Tester","If interaction models are not mandatory to be implemented in a Thing Description instance, Thing Model definitions MUST use the JSON member name tm:optional."
"tm-tmOptional-JSONPointer","null","not testable with Assertion Tester","The value of tm:optional MUST provide JSON Pointer [[RFC6901]] references to the required interaction model definitions."
"tm-tmOptional-array","null","not testable with Assertion Tester","tm:optional MUST be a JSON array at the top level."
"tm-tmOptional-resolver","null","not testable with Assertion Tester","The JSON Pointers of tm:optional MUST resolve to an entire interaction affordance Map definition."
"tm-tmRef-overwrite-possibility","null","not testable with Assertion Tester","If the intention is to override an existing JSON name-value pair definition from tm:ref, the same JSON name MUST be used at the same level of the tm:ref declaration that provides a new value."
"tm-tmRef-overwrite-process","null","not testable with Assertion Tester","The process to overwrite MUST follow the JSON Merge Patch algorithm as defined in [RFC7396] where the content of the referenced definition is patched with the new provided JSON name-value pairs."
"tm-tmRef-overwrite-semantic-meaning","null","not testable with Assertion Tester","Similar to tm:extends and to keep the semantic meaning, definitions SHOULD NOT be overwritten in such a way that possible instance values are no longer valid compared to the origin referenced definition."
"tm-tmRef-usecase","null","not testable with Assertion Tester","For importing pieces of definitions of one or more existing Thing Models, the tm:ref term is introduced that provides the location of an existing (sub-)definition that SHOULD be reused."
"tm-tmRef1","null","not testable with Assertion Tester","The tm:ref value MUST follow the pattern that starts with the file location as URI [[RFC3986]](Section 4.1)), followed by # character, and followed by JSON Pointer [[RFC6901]] definition."
"tm-tmRef2","null","not testable with Assertion Tester","Every time tm:ref is used, the referenced pre-definition and its dependencies (e.g., by context extension) MUST be assumed at the new defined definition."
"tm-versioning-1","null","not testable with Assertion Tester","When the Thing Model definitions change over time, this SHOULD be reflected in the version container."
"tm-versioning-2","null","not testable with Assertion Tester","Due to the definition of Thing Model the term instance MUST be omitted within the version container."
"well-known-operation-types-only","null","not testable with Assertion Tester","operations types MUST be restricted to the values in the table below."
